i:relationTypes	f:relationTypesStd	f:edgesPerRelationTypes	i:cycles	i:patternEdges	i:patternVertices	i:highestDegreeVertex	f:matches	i:edgePairs	f:SSsum	f:SSmean	f:SSstandardDeviation	f:SSmin	f:SSmax	f:vrMean	f:vrMin	g:query	s:pattern
3	0	1	0	3	4	3	4.529405	3	0.554807981	0.184935994	0.097845127	0.124198554	0.297808601	1	1	X0,partof,X1;X2,usedfor,X0;X0,desires,X3;	date,partof,calendar_pad;steakhouse,usedfor,date;date,desires,see_movie;
3	0	1	0	3	4	3	4.745808	3	0.699931447	0.233310482	0.117858073	0.097280308	0.304842538	1	1	X1,usedfor,X0;X2,partof,X1;X3,capableof,X1;	person,capableof,unicycle;unicycle,usedfor,cultivate_your_sense_of_balance;one_wheel,partof,unicycle;
3	0	1	0	3	4	3	5.155306	3	0.628353661	0.20945122	0.133993091	0.097280308	0.35782651	1	1	X2,partof,X1;X1,causesdesire,X3;X1,capableof,X0;	ultraviolet_ray,partof,sunlight;sunlight,causesdesire,enjoy_day;sunlight,capableof,age_newsprint;
3	0	1	0	3	4	2	4.04544	2	1.171468792	0.585734396	0.585860036	0.171468792	1	1	1	X3,usedfor,X2;X0,causesdesire,X3;X1,causes,X0;	see_art,usedfor,assignment;boredom,causesdesire,see_art;sit_quietly,causes,boredom;
3	0	1	0	3	4	3	4.922591	3	0.966120258	0.322040086	0.189466592	0.159641537	0.530194561	1	1	X1,usedfor,X0;X3,causes,X1;X1,motivatedbygoal,X2;	wait_your_turn,usedfor,form_queue;wait_your_turn,motivatedbygoal,be_polite;stand_in_queue,causes,wait_your_turn;
3	0	1	0	3	4	2	4.251833	2	0.689836098	0.344918049	0.262020556	0.159641537	0.530194561	1	1	X2,motivatedbygoal,X0;X2,usedfor,X3;X0,causes,X1;	look_good,causes,one_to_feel_good;stay_fit,usedfor,you_own_benifit;stay_fit,motivatedbygoal,look_good;
3	0	1	0	3	4	3	4.748521	3	1.447752952	0.482584317	0.451149428	0.171468792	1	1	1	X3,usedfor,X0;X0,causesdesire,X2;X1,causes,X0;	win_baseball_game,usedfor,pride;pride,causesdesire,pass_class;learn,causes,pride;
3	0	1	0	3	4	2	4.126618	2	1.171468792	0.585734396	0.585860036	0.171468792	1	1	1	X0,causesdesire,X1;X1,causes,X3;X0,usedfor,X2;	sleep,causes,get_rest;pill,causesdesire,sleep;pill,usedfor,alter_body_chemistry;
3	0	1	0	3	4	3	4.488127	3	0.781528941	0.260509647	0.047206145	0.207436179	0.297808601	1	1	X0,partof,X1;X3,causes,X0;X2,usedfor,X0;	steal,causes,punishment;send_criminal_to_prison,usedfor,punishment;punishment,partof,guilty_person_must;
3	0	1	0	3	4	3	5.224763	3	0.515259858	0.171753286	0.0645142	0.097280308	0.21054337	1	1	X0,capableof,X1;X3,partof,X0;X2,causes,X0;	have_sex,causes,baby;baby,capableof,be_speak_in_gibberish;engage_eye,partof,baby;
3	0	1	0	3	4	3	6.051807	3	0.699931447	0.233310482	0.117858073	0.097280308	0.304842538	1	1	X1,usedfor,X2;X0,partof,X2;X2,capableof,X3;	plant,capableof,bear_fruit_and_vegetable;rind,partof,plant;bookshelf,usedfor,plant;
3	0	1	0	3	4	3	4.732988	3	0.781528941	0.260509647	0.047206145	0.207436179	0.297808601	1	1	X3,usedfor,X0;X3,causes,X1;X3,partof,X2;	dive,causes,enter_water_from_elevate_position;dive,partof,swim_meet;dive,usedfor,get_pearl;
3	0	1	0	3	4	3	4.998791	3	1.447752952	0.482584317	0.451149428	0.171468792	1	1	1	X3,usedfor,X2;X2,causesdesire,X1;X2,causes,X0;	meet_friend,causesdesire,play_soccer;meet_friend,causes,procrastrination;go_to_mall,usedfor,meet_friend;
3	0	1	0	3	4	3	5.133877	3	0.791670069	0.263890023	0.048355912	0.21054337	0.304842538	1	1	X0,capableof,X1;X1,causes,X3;X2,usedfor,X1;	gun,capableof,kill_person;kill_person,causes,you_get_arrest;aerial_bomb,usedfor,kill_person;
3	0	1	0	3	4	3	5.219139	3	0.589235156	0.196411719	0.073110842	0.132800827	0.276284161	1	1	X3,usedfor,X0;X3,causes,X1;X2,desires,X3;	eat_ice_cream,usedfor,sore_throat;eat_ice_cream,causes,ice_cream_headache;while_on_vacation_you_may,desires,eat_ice_cream;
3	0	1	0	3	4	3	5.56289	3	0.795613557	0.265204519	0.121947744	0.180150169	0.404920019	1	1	X2,capableof,X0;X3,causes,X2;X2,desires,X1;	child,capableof,fight_in_school;child,desires,learn_thing;marriage,causes,child;
3	0	1	0	3	4	3	5.571155	3	0.990868754	0.330289585	0.174250656	0.21054337	0.530194561	1	1	X1,causes,X2;X1,motivatedbygoal,X0;X3,capableof,X1;	stop_your_car,motivatedbygoal,not_to_make_accident;stop_your_car,causes,tire_wear;push_on_brake_pedal,capableof,stop_your_car;
3	0	1	0	3	4	3	4.384694	3	0.781528941	0.260509647	0.047206145	0.207436179	0.297808601	1	1	X0,partof,X2;X1,causes,X0;X0,usedfor,X3;	text,partof,page;write,causes,text;text,usedfor,be_read;
3	0	1	0	3	4	3	5.290807	3	0.966120258	0.322040086	0.189466592	0.159641537	0.530194561	1	1	X0,usedfor,X3;X1,motivatedbygoal,X3;X2,causes,X3;	judge_someone,usedfor,justice;institute_civil_action,motivatedbygoal,justice;send_criminal_to_prison,causes,justice;
3	0	1	0	3	4	2	3.869466	2	0.435093318	0.217546659	0.081890209	0.159641537	0.275451781	1	1	X0,usedfor,X1;X3,partof,X2;X1,motivatedbygoal,X3;	play_lacrosse,usedfor,get_exercise;get_exercise,motivatedbygoal,sex;sex,partof,reproductive_cycle;
3	0	1	0	3	4	3	4.134241	3	0.69619557	0.23206519	0.066411355	0.155697249	0.276284161	1	1	X3,usedfor,X1;X3,madeof,X2;X3,causes,X0;	rock_salt,madeof,salt_amd_impurity;rock_salt,causes,melt_snow_and_ice;rock_salt,usedfor,melt_ice;
3	0	1	0	3	4	3	3.508934	3	0.511784902	0.170594967	0.0424335	0.124198554	0.207436179	1	1	X3,desires,X2;X0,partof,X3;X3,causes,X1;	cat,desires,jump_up_on_furniture_and_explore;mind_of_thier_own,partof,cat;cat,causes,understand_it;
3	0	1	0	3	4	3	6.294113	3	0.842563383	0.280854461	0.137636422	0.132800827	0.404920019	1	1	X3,usedfor,X0;X3,desires,X2;X3,capableof,X1;	child,desires,learn;child,usedfor,teach_it;child,capableof,get_to_be_president;
3	0	1	0	3	4	3	4.609669	3	1.56836988	0.52278996	0.419785835	0.21054337	1	1	1	X2,causesdesire,X3;X2,capableof,X1;X0,causes,X2;	emotion,capableof,make_person_dangerous_to_others;compete_against_someone,causes,emotion;emotion,causesdesire,write_poem;
3	0	1	0	3	4	2	4.031085	2	0.402122846	0.201061423	0.14676866	0.097280308	0.304842538	1	1	X3,capableof,X0;X2,partof,X3;X0,usedfor,X1;	personality,partof,person;theatre,usedfor,buy_popcorn_in;person,capableof,theatre;
3	0	1	0	3	4	3	4.899596	3	0.714614898	0.238204966	0.073331455	0.159641537	0.304842538	1	1	X3,usedfor,X1;X0,motivatedbygoal,X1;X2,capableof,X1;	car,capableof,tell_time;buy_watch,motivatedbygoal,tell_time;sand_flow_through_hourglass,usedfor,tell_time;
3	0	1	0	3	4	2	4.138776	2	0.709762557	0.354881278	0.070765465	0.304842538	0.404920019	1	1	X1,desires,X3;X2,usedfor,X0;X1,capableof,X2;	human,capableof,laugh_at_joke;human,desires,cellebrate;laugh_at_joke,usedfor,understand_joke;
3	0	1	0	3	4	3	5.0515	3	0.791670069	0.263890023	0.048355912	0.21054337	0.304842538	1	1	X0,capableof,X1;X0,usedfor,X3;X0,causes,X2;	exercise,usedfor,keep_strong_heart;exercise,causes,improve_youre_health;exercise,capableof,make_you_feel_warm;
3	0	1	0	3	4	2	4.143483	2	0.701663352	0.350831676	0.253657424	0.171468792	0.530194561	1	1	X2,usedfor,X1;X3,motivatedbygoal,X0;X1,causesdesire,X3;	have_fun,motivatedbygoal,enjoy_yourself;vacation,causesdesire,have_fun;indian_ocean,usedfor,vacation;
3	0	1	0	3	4	2	4.968081	2	0.307823678	0.153911839	0.080089079	0.097280308	0.21054337	1	1	X0,capableof,X1;X1,causes,X2;X3,partof,X0;	doctor,capableof,take_oath;take_oath,causes,one_to_tell_truth;surgeon,partof,doctor;
3	0	1	0	3	4	2	4.030357	2	0.457450138	0.228725069	0.097698868	0.159641537	0.297808601	1	1	X0,motivatedbygoal,X1;X0,usedfor,X3;X3,partof,X2;	surprise,partof,gift_box;open_gift,motivatedbygoal,see_it;open_gift,usedfor,surprise;
3	0	1	0	3	4	3	4.452063	3	0.990868754	0.330289585	0.174250656	0.21054337	0.530194561	1	1	X3,causes,X0;X2,capableof,X0;X1,motivatedbygoal,X0;	person_like_thing,capableof,make_them_feel_good;hug_someone,motivatedbygoal,make_them_feel_good;comfort_friend,causes,make_them_feel_good;
3	0	1	0	3	4	2	3.956361	2	0.581126699	0.290563349	0.020193822	0.276284161	0.304842538	1	1	X0,usedfor,X3;X1,capableof,X3;X2,causes,X0;	get_exercise,usedfor,make_you_feel_good;go_for_swim,causes,get_exercise;help_your_neighbor,capableof,make_you_feel_good;
3	0	1	0	3	4	3	5.706609	3	0.966120258	0.322040086	0.189466592	0.159641537	0.530194561	1	1	X1,causes,X2;X0,usedfor,X1;X3,motivatedbygoal,X1;	tennis_ball,usedfor,play_sport;get_physically_prepare,motivatedbygoal,play_sport;play_sport,causes,you_hurt_yourself;
3	0	1	0	3	4	2	4.145569	2	0.806478721	0.403239361	0.179541766	0.276284161	0.530194561	1	1	X1,usedfor,X3;X2,motivatedbygoal,X0;X2,causes,X1;	dictionary,usedfor,find_interest_and_unusual_word;jump_rope,motivatedbygoal,see_if_you_still_can;jump_rope,causes,dictionary;
3	0	1	0	3	4	3	5.076739	3	1.232239509	0.410746503	0.199745397	0.180150169	0.530194561	1	1	X0,motivatedbygoal,X1;X2,desires,X0;X0,causes,X3;	little_kid,desires,play;play,motivatedbygoal,play_be_fun;play,causes,skin_knee;
3	0	1	0	3	4	2	5.136901	2	0.464484075	0.232242038	0.102672613	0.159641537	0.304842538	1	1	X1,usedfor,X2;X0,motivatedbygoal,X1;X2,capableof,X3;	sad_person,capableof,appear_happy;hang_out_at_bar,usedfor,sad_person;buy_everyone_beer,motivatedbygoal,hang_out_at_bar;
3	0	1	0	3	4	3	5.344272	3	0.714614898	0.238204966	0.073331455	0.159641537	0.304842538	1	1	X2,motivatedbygoal,X0;X2,usedfor,X1;X3,capableof,X2;	eat_breakfast,motivatedbygoal,have_energy_for_day;eat_breakfast,usedfor,get_head_start_on_your_day;person,capableof,eat_breakfast;
3	0	1	0	3	4	2	4.054038	2	0.669424207	0.334712103	0.253165235	0.155697249	0.513726958	1	1	X1,usedfor,X3;X0,partof,X2;X1,madeof,X0;	can_of_soda,usedfor,reward_good_behavior;can_of_soda,madeof,aluminum;aluminum,partof,soil_on_earth;
3	0	1	0	3	4	3	4.70547	3	0.842563383	0.280854461	0.137636422	0.132800827	0.404920019	1	1	X2,capableof,X3;X0,usedfor,X2;X2,desires,X1;	catch_mumps,usedfor,child;child,desires,get_scare_in_haunt_house;child,capableof,walk_to_school;
3	0	1	0	3	4	2	4.015444	2	0.888021071	0.444010535	0.121882618	0.35782651	0.530194561	1	1	X3,capableof,X0;X3,causesdesire,X1;X1,motivatedbygoal,X2;	general,causesdesire,advance_into_battle;advance_into_battle,motivatedbygoal,you_be_courageous;general,capableof,view_carnage;
3	0	1	0	3	4	2	4.493067	2	1.530194561	0.76509728	0.332202612	0.530194561	1	1	1	X0,causesdesire,X3;X3,motivatedbygoal,X1;X2,causes,X0;	wait_in_line,causes,boredom;boredom,causesdesire,go_to_sport_event;go_to_sport_event,motivatedbygoal,you_can_root_for_your_team;
3	0	1	0	3	4	2	3.882354	2	0.390693539	0.195346769	0.021491239	0.180150169	0.21054337	1	1	X2,desires,X0;X1,capableof,X3;X0,causes,X1;	sometimes_those_person_dont,desires,drink_alcohol;death,capableof,thin_out_rank;drink_alcohol,causes,death;
3	0	1	0	3	4	3	3.883832	3	1.762746529	0.587582176	0.357939654	0.35782651	1	1	1	X0,causesdesire,X1;X0,capableof,X3;X2,desires,X0;	nothing,causesdesire,cook_curry;machine,desires,nothing;nothing,capableof,fill_my_inner_void;
3	0	1	0	3	4	2	4.884637	2	0.740737931	0.370368965	0.226027524	0.21054337	0.530194561	1	1	X2,capableof,X0;X1,causes,X2;X1,motivatedbygoal,X3;	too_much_sun,capableof,cause_skin_cancer;weed_garden,motivatedbygoal,there_be_more_weed_than_flower;weed_garden,causes,too_much_sun;
3	0	1	0	3	4	2	3.447468	2	0.554973361	0.277486681	0.038687025	0.250130823	0.304842538	1	1	X3,usedfor,X0;X2,motivatedbygoal,X1;X2,capableof,X0;	smoke_cigarette,motivatedbygoal,you_ignore_health_warn;smoke_cigarette,capableof,cause_cancer;smoke,usedfor,cause_cancer;
3	0	1	0	3	4	3	4.098713	3	1.380683022	0.460227674	0.467769014	0.173246843	1	1	1	X2,partof,X0;X1,causesdesire,X2;X2,causes,X3;	energy,causesdesire,work;work,causes,exhaustion;work,partof,its_good_to;
3	0	1	0	3	4	2	4.799816	2	0.585070187	0.292535094	0.158936285	0.180150169	0.404920019	1	1	X3,capableof,X0;X3,desires,X2;X1,causes,X2;	terrorist,capableof,plan_attac;hate,causes,violence;terrorist,desires,violence;
3	0	1	0	3	4	3	4.940785	3	0.990868754	0.330289585	0.174250656	0.21054337	0.530194561	1	1	X2,motivatedbygoal,X0;X0,capableof,X1;X0,causes,X3;	paint,causes,you_become_open_mind;set_up_easel_and_buy_canvas_paintbrush_and_paint,motivatedbygoal,paint;paint,capableof,coat_build;
3	0	1	0	3	4	3	4.594138	3	2.060389121	0.686796374	0.271242297	0.530194561	1	1	1	X1,causes,X0;X1,causesdesire,X3;X1,motivatedbygoal,X2;	start_family,motivatedbygoal,have_child;start_family,causesdesire,buy_house;start_family,causes,heartache;
3	0	1	0	3	4	2	4.029546	2	0.402122846	0.201061423	0.14676866	0.097280308	0.304842538	1	1	X0,partof,X3;X0,capableof,X1;X2,usedfor,X1;	youtube,partof,world_wide_web;youtube,capableof,entertain;have_food,usedfor,entertain;
3	0	1	0	3	4	2	4.154546	2	1.35782651	0.678913255	0.45408523	0.35782651	1	1	1	X2,causesdesire,X3;X3,causes,X0;X1,capableof,X2;	write_report,causesdesire,express_information;express_information,causes,someone_add_to_your_information;reporter,capableof,write_report;
3	0	1	0	3	4	2	4.410659	2	0.457450138	0.228725069	0.097698868	0.159641537	0.297808601	1	1	X1,usedfor,X3;X0,partof,X1;X3,motivatedbygoal,X2;	watch_film,motivatedbygoal,relax;tv,usedfor,watch_film;channel,partof,tv;
3	0	1	0	3	4	2	4.285085	2	1.060389121	0.530194561	0	0.530194561	0.530194561	1	1	X3,causesdesire,X1;X1,motivatedbygoal,X2;X2,causes,X0;	go_to_school,motivatedbygoal,dance_samba;have_really_crummy_home_life,causesdesire,go_to_school;dance_samba,causes,pain_in_sacroiliac;
3	0	1	0	3	4	3	6.171937	3	0.966120258	0.322040086	0.189466592	0.159641537	0.530194561	1	1	X0,usedfor,X3;X1,motivatedbygoal,X0;X0,causes,X2;	breathe_some_fresh_air,usedfor,clear_your_lung_of_smog;go_to_countryside,motivatedbygoal,breathe_some_fresh_air;breathe_some_fresh_air,causes,silence;
3	0	1	0	3	4	2	4.287107	2	0.689836098	0.344918049	0.262020556	0.159641537	0.530194561	1	1	X2,motivatedbygoal,X3;X3,causes,X1;X0,usedfor,X2;	difference_between_steel_pen_and_bleacher_steel_pen_be_use_for_write_whereas_bleacher,usedfor,sit;relax,causes,inattention_to_detail;sit,motivatedbygoal,relax;
3	0	1	0	3	4	2	4.055187	2	0.31113663	0.155568315	0.077746468	0.10059326	0.21054337	1	1	X1,madeof,X0;X3,causes,X2;X1,capableof,X3;	toilet,madeof,porcelain;toilet,capableof,flush;flush,causes,run;
3	0	1	0	3	4	3	5.354491	3	0.714614898	0.238204966	0.073331455	0.159641537	0.304842538	1	1	X2,motivatedbygoal,X3;X2,capableof,X1;X2,usedfor,X0;	breathe,motivatedbygoal,you_need_oxygen;breathe,usedfor,land_animal;breathe,capableof,require_oxygen;
3	0	1	0	3	4	3	4.764019	3	0.554807981	0.184935994	0.097845127	0.124198554	0.297808601	1	1	X0,partof,X2;X2,usedfor,X3;X2,desires,X1;	machine,desires,input;wedge,partof,machine;machine,usedfor,exert_mechanical_advantage_in_situation_that_require_it;
3	0	1	0	3	4	2	4.28979	2	0.703441403	0.351720702	0.252400152	0.173246843	0.530194561	1	1	X0,partof,X1;X2,motivatedbygoal,X3;X1,causesdesire,X2;	alarm,partof,alarm_clock;get_up_early,motivatedbygoal,see_sunrise;alarm_clock,causesdesire,get_up_early;
3	0	1	0	3	4	3	5.304669	3	0.861304889	0.28710163	0.210607694	0.159641537	0.530194561	1	1	X3,usedfor,X2;X0,causesdesire,X2;X2,motivatedbygoal,X1;	lie,causesdesire,discover_truth;discover_truth,motivatedbygoal,you_seek_understand;understand_something_good,usedfor,discover_truth;
3	0	1	0	3	4	3	4.191954	3	0.554807981	0.184935994	0.097845127	0.124198554	0.297808601	1	1	X3,desires,X2;X2,usedfor,X0;X1,partof,X2;	beer,desires,house;house,usedfor,protection_from_element;storey,partof,house;
3	0	1	0	3	4	3	5.176288	3	0.714614898	0.238204966	0.073331455	0.159641537	0.304842538	1	1	X1,usedfor,X0;X0,motivatedbygoal,X3;X2,capableof,X0;	person,capableof,learn;research,usedfor,learn;learn,motivatedbygoal,broaden_your_life;
3	0	1	0	3	4	3	4.573359	3	0.842563383	0.280854461	0.137636422	0.132800827	0.404920019	1	1	X1,usedfor,X3;X2,capableof,X3;X0,desires,X3;	business_class_airplane_seat,usedfor,take_nap;toddler,capableof,take_nap;puppie,desires,take_nap;
3	0	1	0	3	4	3	2.661813	3	0.511784902	0.170594967	0.0424335	0.124198554	0.207436179	1	1	X3,desires,X2;X3,causes,X0;X3,partof,X1;	government,partof,country_sweden;government,causes,organize_society;government,desires,order;
3	0	1	0	3	4	3	4.159988	3	0.589235156	0.196411719	0.073110842	0.132800827	0.276284161	1	1	X1,desires,X0;X0,usedfor,X3;X2,causes,X0;	my_butt,desires,fart;fart,usedfor,impress_you_guy_friend;eat_lunch,causes,fart;
3	0	1	0	3	4	3	5.085205	3	0.83413784	0.278045947	0.096025219	0.171468792	0.35782651	1	1	X1,usedfor,X2;X0,capableof,X1;X3,causesdesire,X1;	librarian,capableof,find_information;find_information,usedfor,get_knowledge;false_charge,causesdesire,find_information;
3	0	1	0	3	4	2	4.565269	2	1.276284161	0.63814208	0.511744378	0.276284161	1	1	1	X2,causesdesire,X3;X3,causes,X0;X0,usedfor,X1;	exercise,usedfor,improve_health_and_physical_performance;have_child_to_take_care_of,causesdesire,maintain_good_health;maintain_good_health,causes,exercise;
3	0	1	0	3	4	3	4.78481	3	0.515259858	0.171753286	0.0645142	0.097280308	0.21054337	1	1	X1,partof,X3;X1,capableof,X0;X2,causes,X1;	flu,partof,janice;flu,capableof,make_you_feel_terrible;get_wet,causes,flu;
3	0	1	0	3	4	3	5.847543	3	0.711600526	0.237200175	0.239484947	0.097280308	0.513726958	1	1	X2,capableof,X0;X2,madeof,X3;X1,partof,X2;	house,capableof,settle_on_it_foundation;cemetery,partof,house;house,madeof,room;
3	0	1	0	3	4	3	5.143408	3	0.966120258	0.322040086	0.189466592	0.159641537	0.530194561	1	1	X3,usedfor,X1;X2,motivatedbygoal,X3;X0,causes,X3;	see_art,usedfor,assignment;visit_art_gallery,causes,see_art;go_to_museum_or_exhibition,motivatedbygoal,see_art;
3	0	1	0	3	4	3	6.262565	3	1.447752952	0.482584317	0.451149428	0.171468792	1	1	1	X3,usedfor,X0;X2,causesdesire,X3;X3,causes,X1;	need_to_pass,causesdesire,take_midterm;take_midterm,causes,academic_success;take_midterm,usedfor,pass;
3	0	1	0	3	4	3	3.915241	3	0.622862912	0.207620971	0.096392863	0.097280308	0.275451781	1	1	X2,partof,X0;X2,motivatedbygoal,X3;X2,capableof,X1;	sex,motivatedbygoal,have_fun;sex,capableof,feel_good;sex,partof,human_experience;
3	0	1	0	3	4	3	5.70081	3	0.791670069	0.263890023	0.048355912	0.21054337	0.304842538	1	1	X1,usedfor,X2;X1,causes,X0;X3,capableof,X1;	sleep,causes,refresh_mind;live_be,capableof,sleep;sleep,usedfor,let_your_body_rest;
3	0	1	0	3	4	2	4.167908	2	0.47631133	0.238155665	0.094309481	0.171468792	0.304842538	1	1	X2,capableof,X1;X0,usedfor,X2;X3,causesdesire,X0;	booze,causesdesire,stay_in_bed;stay_in_bed,usedfor,sick_person;sick_person,capableof,go_to_emergency_room;
3	0	1	0	3	4	3	3.821186	3	1.56836988	0.52278996	0.419785835	0.21054337	1	1	1	X3,causesdesire,X2;X1,capableof,X3;X0,causes,X3;	get_fat,causesdesire,be_depress;person_who_eat_too_much,capableof,get_fat;eat_sweet,causes,get_fat;
3	0	1	0	3	4	3	6.728612	3	0.626398881	0.208799627	0.17037768	0.097280308	0.404920019	1	1	X0,partof,X2;X2,capableof,X1;X2,desires,X3;	baby,desires,suck_thing;baby,capableof,belong_to_mother;large_head_and_eye,partof,baby;
3	0	1	0	3	4	3	5.14314	3	1.56836988	0.52278996	0.419785835	0.21054337	1	1	1	X2,causesdesire,X1;X1,causes,X0;X3,capableof,X1;	bird,capableof,reproduce;request_for_copy,causesdesire,reproduce;reproduce,causes,you_to_have_baby;
3	0	1	0	3	4	3	5.168341	3	0.714614898	0.238204966	0.073331455	0.159641537	0.304842538	1	1	X3,usedfor,X2;X2,motivatedbygoal,X0;X2,capableof,X1;	drink,capableof,be_alcoholic_liquor;saloon,usedfor,drink;drink,motivatedbygoal,it_refresh;
3	0	1	0	3	4	3	5.055764	3	0.642524235	0.214174745	0.0724345	0.171468792	0.297808601	1	1	X0,causesdesire,X1;X0,usedfor,X2;X3,partof,X0;	alarm_clock,causesdesire,get_up_early;alarm_clock,usedfor,wake_you_up;alarm,partof,alarm_clock;
3	0	1	0	3	4	3	5.469377	3	0.699931447	0.233310482	0.117858073	0.097280308	0.304842538	1	1	X1,usedfor,X0;X0,partof,X3;X0,capableof,X2;	decoration,capableof,add_atmoshpere;decoration,partof,gold_color_empty_frame;bay_window,usedfor,decoration;
3	0	1	0	3	4	3	5.469843	3	0.561133047	0.187044349	0.105671294	0.10059326	0.304842538	1	1	X0,capableof,X1;X0,usedfor,X2;X0,madeof,X3;	glue,usedfor,attach_thing_together;glue,madeof,flour_and_water;glue,capableof,stick_wood;
3	0	1	0	3	4	3	4.680063	3	0.967232807	0.322410936	0.180278325	0.155697249	0.513726958	1	1	X2,partof,X0;X2,usedfor,X1;X2,madeof,X3;	horn,madeof,keratin;horn,usedfor,play_music;horn,partof,ram;
3	0	1	0	3	4	3	5.724927	3	0.699931447	0.233310482	0.117858073	0.097280308	0.304842538	1	1	X1,usedfor,X0;X1,partof,X2;X1,capableof,X3;	hand,partof,pinky;hand,capableof,turn_valve;hand,usedfor,slap_somebody;
3	0	1	0	3	4	2	4.676108	2	0.395088909	0.197544454	0.141794916	0.097280308	0.297808601	1	1	X3,usedfor,X2;X2,partof,X1;X1,capableof,X0;	thief,capableof,attempt_penury;steal,partof,thief;go_to_laundromat,usedfor,steal;
3	0	1	0	3	4	2	4.006423	2	1.21054337	0.605271685	0.558230136	0.21054337	1	1	1	X2,causesdesire,X0;X3,capableof,X1;X0,causes,X3;	wait_your_turn,causes,queue;be_polite,causesdesire,wait_your_turn;queue,capableof,anger_person;
3	0	1	0	3	4	2	4.442872	2	0.689836098	0.344918049	0.262020556	0.159641537	0.530194561	1	1	X2,usedfor,X0;X1,causesdesire,X3;X3,motivatedbygoal,X2;	add_up_column_of_number,usedfor,those_that_want_sum;use_calculator,motivatedbygoal,add_up_column_of_number;need_to_solve_difficult_math_problem,causesdesire,use_calculator;
3	0	1	0	3	4	3	5.246782	3	0.589235156	0.196411719	0.073110842	0.132800827	0.276284161	1	1	X3,usedfor,X0;X1,desires,X0;X0,causes,X2;	go_to_opera,usedfor,listen_to_music;many_person,desires,listen_to_music;listen_to_music,causes,awaken_of_memory;
3	0	1	0	3	4	3	5.048119	3	0.861304889	0.28710163	0.210607694	0.159641537	0.530194561	1	1	X1,usedfor,X0;X2,causesdesire,X0;X3,motivatedbygoal,X0;	have_horse_to_ride,motivatedbygoal,ride_horse;knight,usedfor,ride_horse;bribe,causesdesire,ride_horse;
3	0	1	0	3	4	3	3.749195	3	0.967232807	0.322410936	0.180278325	0.155697249	0.513726958	1	1	X1,usedfor,X2;X2,partof,X0;X2,madeof,X3;	gold,usedfor,computer_chip;computer_chip,partof,some_credit_card;computer_chip,madeof,silicon;
3	0	1	0	3	4	3	5.243576	3	0.714614898	0.238204966	0.073331455	0.159641537	0.304842538	1	1	X0,capableof,X2;X0,usedfor,X3;X1,motivatedbygoal,X0;	woman,capableof,desire_that_man_kiss_her;woman,usedfor,be_mother;maintain_muscle_strength,motivatedbygoal,woman;
3	0	1	0	3	4	3	5.000356	3	0.554807981	0.184935994	0.097845127	0.124198554	0.297808601	1	1	X3,desires,X1;X2,partof,X3;X0,usedfor,X3;	eat_healthily,usedfor,everyone;everyone,desires,be_understand;body,partof,everyone;
3	0	1	0	3	4	3	5.489268	3	0.967232807	0.322410936	0.180278325	0.155697249	0.513726958	1	1	X3,usedfor,X2;X0,partof,X3;X3,madeof,X1;	boot,usedfor,go_around_outside;upper,partof,boot;boot,madeof,leather_because_its_sturdy;
3	0	1	0	3	4	3	4.390794	3	1.232239509	0.410746503	0.199745397	0.180150169	0.530194561	1	1	X0,desires,X2;X1,motivatedbygoal,X2;X2,causes,X3;	young_person,desires,attend_rock_concert;purchase_ticket,motivatedbygoal,attend_rock_concert;attend_rock_concert,causes,lose_one_hear;
3	0	1	0	3	4	3	5.265895	3	0.990868754	0.330289585	0.174250656	0.21054337	0.530194561	1	1	X3,causes,X2;X3,motivatedbygoal,X0;X3,capableof,X1;	clean_your_room,capableof,open_up_some_space;clean_your_room,motivatedbygoal,be_expect_guest;clean_your_room,causes,less_chaos;
3	0	1	0	3	4	3	6.113503	3	2.060389121	0.686796374	0.271242297	0.530194561	1	1	1	X0,motivatedbygoal,X3;X1,causesdesire,X0;X0,causes,X2;	have_someone_love_you,causesdesire,make_person_laugh;make_person_laugh,motivatedbygoal,them_to_have_good_time;make_person_laugh,causes,person_like_you;
3	0	1	0	3	4	3	4.951988	3	0.561133047	0.187044349	0.105671294	0.10059326	0.304842538	1	1	X3,madeof,X0;X0,capableof,X2;X0,usedfor,X1;	plastic,capableof,be_strong_material;carton_be_thing_which,madeof,plastic;plastic,usedfor,eyeglass_lense;
3	0	1	0	3	4	3	4.712094	3	0.814337144	0.271445715	0.217310048	0.132800827	0.52189478	1	1	X1,usedfor,X0;X2,desires,X1;X3,motivatedbygoal,X1;	put_water_in_tub,motivatedbygoal,have_bath;have_bath,usedfor,clean_person;be_clean_would_not_make_you,desires,have_bath;
3	0	1	0	3	4	3	5.123116	3	0.714614898	0.238204966	0.073331455	0.159641537	0.304842538	1	1	X1,usedfor,X0;X2,capableof,X1;X3,motivatedbygoal,X1;	strike_match,usedfor,light_pipe;hold_match,motivatedbygoal,strike_match;arsonist,capableof,strike_match;
3	0	1	0	3	4	3	5.185811	3	0.83413784	0.278045947	0.096025219	0.171468792	0.35782651	1	1	X2,causesdesire,X3;X2,capableof,X0;X2,usedfor,X1;	child,causesdesire,view_video;child,capableof,dare_other_child;child,usedfor,his_or_her_own_purpose;
